title,href,date,city,theatre,price,type,subclass,status
录耳Lur:「行进之声」五周年公路巡演·常州站,https://detail.damai.cn/item.htm?id=925082908222,2025.06.26 周四 20:30,常州,迷宫艺术空间,99-120,演唱会,livehouse,售票中
“茫茫九派流中国”—王中山师生古筝音乐会,https://detail.damai.cn/item.htm?id=925268908292,2025.07.15 周二 19:30,北京,中山音乐堂,30-120,音乐会,其他,售票中
《声声不息-致敬永恒经典演唱会》,https://detail.damai.cn/item.htm?id=915466604189,2025.06.14 周六 20:00,河源,桃花水母大剧院,80-150,演唱会,其他,售票中
[讨笑喜剧] 脱口秀开放麦盲盒 (奥体中心东区九室),https://detail.damai.cn/item.htm?id=922685313753,2025.05.14-12.31,秦皇岛,讨笑喜剧,9.9,曲苑杂坛,其他,售票中
【尖叫！实验室！】沉浸式体验剧《超燃科学秀》｜做实验学知识｜小小科学家｜亲子互动,https://detail.damai.cn/item.htm?id=916662197348,2025.06.14-06.29,北京,卢米埃影城芳草地店1号厅,39-660,儿童亲子,,售票中
青年表演艺术家· 文松CLUB ATLANTIS粉丝见面会,https://detail.damai.cn/item.htm?id=924389331953,2025.06.27 周五 23:30,滁州,CLUB ATLANTIS电音剧场酒吧,168,演唱会,livehouse,售票中
悲伤玩具2025限定专场「抵制与接受」南京站,https://detail.damai.cn/item.htm?id=922355536746,2025.06.22 周日 20:00,南京,今世缘·稻香音乐空间,100-120,演唱会,livehouse,售票中
软柿子乐队《你好，乌龟》2025年巡演 温州站,https://detail.damai.cn/item.htm?id=920315870648,2025.09.21 周日 20:00,温州,盲堂,60-100,演唱会,livehouse,售票中
挂在盒子上 / 波澜壮阔的童话｜阿那亚戏剧节DDC特别演出系列,https://detail.damai.cn/item.htm?id=935563941192,2025.06.27 周五 20:00,秦皇岛,阿那亚DDC,88,演唱会,livehouse,售票中
大型经典滑稽戏《三毛学生意》,https://detail.damai.cn/item.htm?id=907978170426,2025.06.28-06.29,上海,兰心大戏院,180-580,话剧歌剧,话剧,售票中
长篇评弹系列演出2025.4.17—2025.6.22,https://detail.damai.cn/item.htm?id=902893907867,2025.06.12-06.22,上海,上海乡音书苑,30-50,曲苑杂坛,戏曲,售票中
亚洲大型全男班现代舞团《无名之辈》,https://detail.damai.cn/item.htm?id=914195283496,2025.06.16 周一 19:30,河源,桃花水母大剧院,80-680,话剧歌剧,音乐剧,售票中
药师寺宽邦「心歌」Kokoro Utau Tour 2025 - 澳门站,https://detail.damai.cn/item.htm?id=908809025056,2025.06.28 周六 18:00,中国澳门,[澳门百老汇] - 百老汇舞台,380-780,演唱会,其他,售票中
亚洲首个全男班现代舞团《无名之辈》—哈尔滨站,https://detail.damai.cn/item.htm?id=904406359544,2025.07.12-07.13,哈尔滨,哈尔滨国际会展体育中心环球剧场,180-880,话剧歌剧,音乐剧,售票中
青歌飞扬|“辉煌之声”著名男高音歌唱家张喜秋独唱音乐会——中国作品专场,https://detail.damai.cn/item.htm?id=917015871957,2025.06.28 周六 19:30,成都,成都城市音乐厅·音乐厅,80-1392,音乐会,其他,售票中
国家京剧院“这里有戏” 京剧《状元媒》,https://detail.damai.cn/item.htm?id=923743471311,2025.06.14 周六 19:30,北京,北京人民剧场,100-280,曲苑杂坛,戏曲,售票中
暗黑流行女王Aviva 2025首巡 北京站,https://detail.damai.cn/item.htm?id=934584535527,2025.09.12 周五 20:00,北京,1919LiveHouse,260-300,演唱会,livehouse,售票中
「无名之海」 石岩·二〇二五巡演—上海站,https://detail.damai.cn/item.htm?id=914828387252,2025.06.14 周六 20:00,上海,瓦肆 VAS ear(普陀沪西店),109-129,演唱会,livehouse,售票中
张小君 潘巧巧领衔主演大型经典传统古装戏《红楼梦》,https://detail.damai.cn/item.htm?id=934088259830,2025.10.24 周五 19:15,常州,凤凰谷大剧院-大剧场,48-380,曲苑杂坛,戏曲,售票中
《致敬传奇·光辉岁月-纪念BEYOND 经典金曲演唱会》,https://detail.damai.cn/item.htm?id=922821106127,2025.06.15 周日 20:00,南宁,广西文化艺术中心(保利)大剧院,100-380,音乐会,其他,售票中
一支麦小剧场|绵阳脱口秀|爆笑解压精品秀|开心互动&约会推荐,https://detail.damai.cn/item.htm?id=905489671072,2025.06.14-06.21,绵阳,万达影城(绵阳涪城万达广场店),88-158,曲苑杂坛,其他,售票中
解放碑|非遗国潮艺术团变脸秀·00后原声社国粹非遗绝活秀|大都会·天天演,https://detail.damai.cn/item.htm?id=930575852022,2025.06.12-06.19,重庆,原声社演艺茶馆(解放碑大都会店),28-118,曲苑杂坛,戏曲,售票中
省级国有文艺院团城市剧院演出 梨园豫彩 | 河南豫剧三团 “梅花奖”得主刘雯卉领衔主演《朝阳沟》,https://detail.damai.cn/item.htm?id=935111516793,2025.08.08 周五 19:45,郑州,郑州大剧院 歌舞剧场,50-200,曲苑杂坛,戏曲,售票中
北京·宫崎步「Show Me Your Brave Heart」出道25周年演唱会,https://detail.damai.cn/item.htm?id=919254986816,2025.06.22 周日 19:30,北京,福浪LIVEHOUSE-浪,380-780,演唱会,livehouse,售票中
梁祝&卡农—一生必听的世界经典名曲音乐会,https://detail.damai.cn/item.htm?id=921473818682,2025.10.05 周日 14:00,沈阳,南风大剧院,40-380,音乐会,其他,售票中
1+1≥2声之灵-——乌仁娜2025音乐会,https://detail.damai.cn/item.htm?id=931610989045,2025.07.04 周五 19:30,杭州,杭州大剧院(音乐厅),180-480,音乐会,其他,售票中
烟台有麦脱口秀｜八渡专场《二十六岁》｜脱口秀头部演员专场巡演｜约会、脱单、组团开心,https://detail.damai.cn/item.htm?id=920130798217,2025.06.14 周六 19:30,烟台,有麦喜剧脱口秀烟台万象影城店,38-119,曲苑杂坛,其他,售票中
上海娃展【奶司的小人国娃展】,https://detail.damai.cn/item.htm?id=919454218336,2025.06.21 周六,上海,光大国际大酒店,65-150,展览休闲,展会,售票中
「次元共鸣：动漫燃魂三重奏」全世代动漫金曲音乐会,https://detail.damai.cn/item.htm?id=931116479254,2025.06.28-10.18,深圳,华夏艺术中心小剧场,56-380,音乐会,其他,售票中
1956星剧场·单口喜剧《悟饭主打秀》,https://detail.damai.cn/item.htm?id=932954811687,2025.07.05 周六 19:00,盐城,1956星剧场,100-180,曲苑杂坛,其他,售票中
粤语版·荒诞喜剧《驴得水》,https://detail.damai.cn/item.htm?id=907947274775,2025.10.28 周二 19:30,温州,温州大剧院歌剧厅,100-680,话剧歌剧,话剧,售票中
《Hollow Knight空洞骑士》游戏音乐会（H）,https://detail.damai.cn/item.htm?id=901131419591,2025.06.13 周五 19:30,武汉,武汉琴台音乐厅,80-880,音乐会,其他,售票中
【保定站】奥特曼系列沉浸式互动表演《奥特曼之星穹曙光》,https://detail.damai.cn/item.htm?id=929615312503,2025.06.21 周六 13:00,保定,万达影城(钟楼淳田广场PRIME店),19.9-200,儿童亲子,,售票中
【限时4折】《梦中的婚礼》浪漫烛光音乐会,https://detail.damai.cn/item.htm?id=923514370132,2025.06.22-07.19,西安,西安荷苗艺术空间,20-380,音乐会,其他,售票中
刘大壮「特别的季节」巡演（青岛站）,https://detail.damai.cn/item.htm?id=897895892729,2025.06.13 周五 19:30,青岛,CaperLand雀跃之地(青岛),199-428,演唱会,livehouse,售票中
【限时买一送一】7月20日国家京剧院《大闹天宫》,https://detail.damai.cn/item.htm?id=925149476861,2025.07.20 周日 20:00,福州,福州海峡文化艺术中心-歌剧厅,100-380,曲苑杂坛,戏曲,售票中
不才「雾的19日」巡演 成都站,https://detail.damai.cn/item.htm?id=902341318930,2025.06.21 周六 20:00,成都,MAO Livehouse成都,138-438,演唱会,livehouse,售票中
奇遇三星堆•沉浸式探索体验展（南京市文旅消费政府补贴展陈）,https://detail.damai.cn/item.htm?id=903670365684,2025.04.12-08.31,南京,锦创书城,29-188,展览休闲,展会,售票中
中国原创芭蕾舞剧《白毛女》,https://detail.damai.cn/item.htm?id=923645885010,2025.07.01 周二 19:30,上海,上海国际舞蹈中心-大剧场,80-480,舞蹈芭蕾,舞蹈,售票中
维也纳春之声交响乐团新年音乐会-天津站,https://detail.damai.cn/item.htm?id=923995456387,2025.12.19 周五 19:30,天津,天津大剧院音乐厅,180-880,音乐会,其他,售票中
朱茵、罗家英领衔主演 粤语版·荒诞喜剧《驴得水》（无锡站）,https://detail.damai.cn/item.htm?id=905297183014,2025.09.26-09.27,无锡,无锡大剧院歌剧厅,180-980,话剧歌剧,话剧,售票中
四川人艺 话剧《苏东坡》（研学版）-简阳站,https://detail.damai.cn/item.htm?id=927390220494,2025.07.25-07.26,成都,成都简阳大剧院·大剧场,50-280,话剧歌剧,话剧,售票中
原创话剧苏东坡《乌台》-嘉兴站,https://detail.damai.cn/item.htm?id=911131217115,2025.06.28 周六 19:30,嘉兴,秀湖音乐厅,80-288,话剧歌剧,话剧,售票中
【早鸟票6折】梁祝·经典名曲音乐会,https://detail.damai.cn/item.htm?id=927415537268,2025.07.06 周日 20:00,深圳,深圳开心麻花红山剧场,60-480,音乐会,其他,售票中
【青岛广电影视剧场】正版授权·天恩演出《奥特曼之宇宙危机》,https://detail.damai.cn/item.htm?id=930555842241,2025.06.14-06.15,青岛,青岛广电影视剧场,80-870,儿童亲子,,售票中
《铁血丹心》超燃之声传承音乐会,https://detail.damai.cn/item.htm?id=928988457242,2025.07.05 周六 19:30,西安,西安人民剧院,60-380,音乐会,其他,售票中
原创音乐剧《宝玉》（主办）,https://detail.damai.cn/item.htm?id=894825371237,2025.07.19-07.20,苏州,苏州文化艺术中心-大剧院,180-880,话剧歌剧,音乐剧,售票中
上海音乐学院学科建设成果展演季 暨2025上音歌剧院春季演出季 溯本归源(三)--民族器乐与民族声乐 合作艺术专场音乐会,https://detail.damai.cn/item.htm?id=934642383498,2025.06.18 周三 19:30,上海,上音歌剧院·歌剧厅,30-380,音乐会,其他,售票中
音乐剧《摇滚浮士德》,https://detail.damai.cn/item.htm?id=900207302465,2025.07.12-07.13,宁波,宁波文化广场大剧院,180-680,话剧歌剧,音乐剧,售票中
限时5折|俄罗斯芭蕾国家剧院芭蕾舞《天鹅湖》2025中国巡演22周年至臻呈现 厦门站,https://detail.damai.cn/item.htm?id=914165510196,2025.07.30 周三 19:30,厦门,厦门歌舞剧院,180-880,舞蹈芭蕾,舞蹈,售票中
奥飞次元潮音嘉年华,https://detail.damai.cn/item.htm?id=931571748218,2025.06.15 周日 10:00,广州,广州市黄埔区奥飞文创中心,58,展览休闲,展会,售票中
儿童剧《智慧在寓言故事中》,https://detail.damai.cn/item.htm?id=926971607443,2025.06.13-06.29,广州,广东省话剧院竹丝岗小剧场,108-350,儿童亲子,,售票中
2025“大戏曲家”系列孔爱萍、施夏明领衔主演昆曲精华版《牡丹亭》（下本）,https://detail.damai.cn/item.htm?id=920850557560,2025.07.13 周日 14:30,苏州,苏州保利大剧院-大剧场,100-680,曲苑杂坛,戏曲,售票中
开心麻花爆笑原创综艺同款新喜剧《整个喜剧》,https://detail.damai.cn/item.htm?id=913163540147,2025.06.13-06.14,南京,南京市青少年宫·青春剧场,80-380,话剧歌剧,话剧,售票中
爱·永恒—理查德·克莱德曼2025钢琴音乐会惠州站,https://detail.damai.cn/item.htm?id=907963199910,2025.08.09 周六 20:00,惠州,惠州文化艺术中心-歌剧院,380-1580,音乐会,其他,售票中
打开艺术之门 儿童芭蕾舞剧《胡桃夹子》,https://detail.damai.cn/item.htm?id=933098121521,2025.08.16 周六 19:30,青岛,青岛大剧院歌剧厅,80-380,儿童亲子,,售票中
GIN 2025「无忧之夏」吉他演奏会（上海站）,https://detail.damai.cn/item.htm?id=912747293696,2025.07.06 周日 14:00,上海,万代南梦宫上海文化中心未来剧场,220-380,演唱会,livehouse,售票中
中文原创沉浸式音乐剧《狄俄尼索斯》驻场,https://detail.damai.cn/item.htm?id=902459488737,2025.06.13-06.29,南京,布洛幕小剧场,128-398,话剧歌剧,音乐剧,售票中
2025“大戏曲家”系列孔爱萍、施夏明领衔主演昆曲精华版《牡丹亭》（上本）,https://detail.damai.cn/item.htm?id=920845653635,2025.07.12 周六 19:30,苏州,苏州保利大剧院-大剧场,100-680,曲苑杂坛,戏曲,售票中
金BanG题名！！！BanG Dream Only ！！！,https://detail.damai.cn/item.htm?id=929902181270,2025.06.29 周日 18:20,长沙,MAO Livehouse长沙(沙湾店),66-118,演唱会,livehouse,售票中
张泽「张嘴就来2025」BEATBOX巡演（郑州站）BBOX,https://detail.damai.cn/item.htm?id=908549487059,2025.07.20 周日 14:00,郑州,郑州7LIVEHOUSE+,1-258,演唱会,livehouse,售票中
上海越剧院建院70周年系列演出 越剧《梁山伯与祝英台》,https://detail.damai.cn/item.htm?id=912209747473,2025.07.05-07.06,北京,国家大剧院-戏剧场,100-580,曲苑杂坛,戏曲,售票中
国家京剧院“这里有戏” 京剧《汉明妃》,https://detail.damai.cn/item.htm?id=923739703449,2025.06.15 周日 14:00,北京,北京人民剧场,100-280,曲苑杂坛,戏曲,售票中
东野圭吾悬疑舞台剧《回廊亭杀人事件》,https://detail.damai.cn/item.htm?id=901853347202,2025.06.28 周六 20:00,厦门,厦门嘉庚剧院大剧场,100-580,话剧歌剧,话剧,售票中
2025 TRUE “PLAY”上海演唱会,https://detail.damai.cn/item.htm?id=905112776954,2025.06.14 周六 19:30,上海,蜚声上海PHASE LIVE HOUSE SHANGHAI,480-880,演唱会,livehouse,售票中
爱娃·波布沃茨卡 “巴赫与肖邦的时空对话”--钢琴独奏音乐会,https://detail.damai.cn/item.htm?id=930642234852,2025.11.30 周日 19:30,上海,捷豹上海交响音乐厅-主厅,180-680,音乐会,其他,售票中
小王子——穿梭星际的心灵奇旅·VR沉浸互动体验（深圳太子湾K11店）,https://detail.damai.cn/item.htm?id=926375777867,2025.05.21-10.31,深圳,深圳太子湾K11南馆(入口在L5户外平台 ),118-309,展览休闲,展会,售票中
光影下的英雄故事！百年剧团·豪华巨制非遗国粹皮影戏《大闹天宫》,https://detail.damai.cn/item.htm?id=933595179027,2025.08.16 周六 15:00,西宁,青海大剧院-大剧场,59-280,曲苑杂坛,其他,售票中
三里屯【大笑喜剧】脱口秀爆笑解压专场|周一至周日|吐槽爆笑大会|开心互动|即兴喜剧之夜精品秀,https://detail.damai.cn/item.htm?id=933499878132,2025.06.12-06.29,北京,大笑脱口秀俱乐部-三里屯店,39-360,曲苑杂坛,其他,售票中
《光辉岁月·致敬黄家驹32周年演唱会》-广州番禺站,https://detail.damai.cn/item.htm?id=922819813404,2025.06.28 周六 19:00,广州,万达影城(亚运城广场店),78-178,演唱会,其他,售票中
早鸟6折|舞蹈史诗《黄河》,https://detail.damai.cn/item.htm?id=921120415717,2025.09.26-09.27,天津,中华剧院,180-580,舞蹈芭蕾,舞蹈,售票中
笑吧喜剧 | @6.28宁家宇脱口秀专场《骆驼狮子小孩》| 单立人签约演员|一年一度喜剧大赛编剧,https://detail.damai.cn/item.htm?id=915561334971,2025.06.28-12.31,合肥,笑吧喜剧空间(脱口秀剧场),99-268,曲苑杂坛,其他,售票中
原创双女主国风话剧《小夜游神》｜2025北外滩青年戏剧节作品,https://detail.damai.cn/item.htm?id=936311082884,2025.06.15-06.22,上海,北外滩TPark艺术中心,120-280,话剧歌剧,话剧,售票中
鱼翅Fin「惶然与想象」2025巡演 深圳站,https://detail.damai.cn/item.htm?id=920938225359,2025.06.20 周五 20:00,深圳,BO LIVE(福田店),150-180,演唱会,livehouse,售票中
【许昌首演】开心麻花综艺同款原创爆笑新喜剧 《整个喜剧》,https://detail.damai.cn/item.htm?id=912753726410,2025.07.19 周六 19:30,许昌,许昌许都大剧院,80-380,曲苑杂坛,其他,售票中
南山万象天地脱口秀 【魔脱喜剧】| 限量特惠｜每周一至周日｜爆笑欢乐脱口秀喜剧大会,https://detail.damai.cn/item.htm?id=881482919920,2025.06.12-06.30,深圳,魔脱喜剧脱口秀(南山万象天地店),39-179,曲苑杂坛,其他,售票中
鱼翅Fin「惶然与想象」2025巡演 杭州站,https://detail.damai.cn/item.htm?id=922294880707,2025.07.11 周五 20:00,杭州,蛙厂RMMF·杭州·新天地,150,演唱会,livehouse,售票中
东直门「热歌流行榜 Pop Music」金曲演唱会,https://detail.damai.cn/item.htm?id=935028457736,2025.06.14-08.31,北京,新影联·东环影城(沉浸式3号厅),59-777,演唱会,livehouse,售票中
话剧《Amy张回到家乡》·2025蜻蜓计划-来自乌镇戏剧节青赛精选剧目,https://detail.damai.cn/item.htm?id=923370439476,2025.06.20-06.22,北京,天桥艺术中心-小剧场,180,话剧歌剧,话剧,售票中
《错位时空》沉浸式惊悚魔幻之夜--盗梦通灵,https://detail.damai.cn/item.htm?id=916544315670,2025.06.14-06.28,北京,磁场剧场NH剧场,79-380,话剧歌剧,话剧,售票中
「至本，至刚」山本刚爵士三重奏,https://detail.damai.cn/item.htm?id=921484870677,2025.07.04 周五 20:00,成都,成都城市音乐厅·音乐厅,80-580,音乐会,其他,售票中
德州有麦脱口秀|周欣雨专场《不独立女性》|脱口秀头部演员专场巡演|约会、脱单、组团快乐,https://detail.damai.cn/item.htm?id=919788503174,2025.06.22 周日 16:30,德州,有麦喜剧脱口秀德州万达影城店(德州万达广场),78-159,曲苑杂坛,其他,售票中
江苏省昆 传承版昆剧《牡丹亭》《白罗衫》西安站 双本套票,https://detail.damai.cn/item.htm?id=926907903105,2025.09.19-09.20,西安,西演SPACE·易俗大剧院,560-1160,曲苑杂坛,戏曲,售票中
Zkaaai-2025巡演昆明站,https://detail.damai.cn/item.htm?id=902490547251,2025.07.19 周六 20:00,昆明,空格现场(新迎店),128-328,演唱会,livehouse,售票中
柏林爱乐弦乐五重奏音乐会2025年巡演·成都站,https://detail.damai.cn/item.htm?id=931133010193,2025.09.26 周五 19:30,成都,成都城市音乐厅·音乐厅,80-1392,音乐会,其他,售票中
【早鸟特惠】三阳T12丨喜剧拼盘丨脱口秀解压打卡 | 快乐持续爆笑 | 市井喜剧,https://detail.damai.cn/item.htm?id=905869755894,2025.06.13-06.29,无锡,市井喜剧脱口秀·新喜剧(三阳广场T12店),19.8-168,曲苑杂坛,其他,售票中
6.12 「Around The World」Jazzpospolita一场跨越10年的爵士大冒险,https://detail.damai.cn/item.htm?id=926768966853,2025.06.12 周四 20:00,北京,Blue Note Beijing 爵士乐俱乐部,180,演唱会,livehouse,售票中
开心喜聚爆笑脱口秀 | 开放麦新人试炼场丨周中快乐进行时@钟楼吾悦3楼,https://detail.damai.cn/item.htm?id=931038249726,2025.06.24-12.31,常州,开心喜聚情绪剧场,19.9,曲苑杂坛,其他,售票中
长兴｜脱口秀笑场派对——福气脱口秀专场,https://detail.damai.cn/item.htm?id=916151209410,2025.06.14 周六 19:00,湖州,长兴大剧院,58-269,曲苑杂坛,其他,售票中
A公馆&Quark夸克“问题与答案”深圳站,https://detail.damai.cn/item.htm?id=927331469437,2025.06.15 周日 20:00,深圳,深圳 HOU LIVE 下沙店,99-149,演唱会,livehouse,售票中
DEPAPEKO （押尾光太郎 + DEPAPEPE）吉他演奏会 北京站,https://detail.damai.cn/item.htm?id=926915002404,2025.07.27 周日 19:30,北京,MAO Livehouse北京(东郎店),350-980,演唱会,livehouse,售票中
Zkaaai-2025巡演沈阳站,https://detail.damai.cn/item.htm?id=903238713369,2025.06.13 周五 20:00,沈阳,原料库Vast Factory(大悦城店),128-328,演唱会,livehouse,售票中
【限时4折】《克罗地亚狂想曲》跨界世界名曲烛光音乐会,https://detail.damai.cn/item.htm?id=924079624604,2025.06.16-08.10,济南,中影激光国际影城(济南绿地中心店),20-380,音乐会,其他,售票中
沉浸式互动戏剧【列车黄金大劫案】侦探悬疑剧民国喜剧|推理|惊悚|喜剧|沉浸|烧脑|全员入戏|全程高能,https://detail.damai.cn/item.htm?id=893603918582,2025.06.14-06.28,北京,雍和笑逗演艺街-C厅-沉浸式话剧剧场,59-699,话剧歌剧,话剧,售票中
Kpop Night「BIGBANG专场」VIP Party,https://detail.damai.cn/item.htm?id=925930531359,2025.06.27 周五 20:00,武汉,CH8Live house(武汉珞珈山店),88-198,演唱会,livehouse,售票中
亲子舞台剧《冰雪奇缘之真爱魔法》烟台站,https://detail.damai.cn/item.htm?id=927357286500,2025.06.14 周六,烟台,幸福蓝海国际影城(烟台大悦城IMAX店)2号IMAX厅,40-169,儿童亲子,,售票中
江苏艺术基金2024年度舞台艺术创作资助项目 中文原创音乐剧《宝玉》（大剧场）,https://detail.damai.cn/item.htm?id=926926751133,2025.08.22-08.23,重庆,重庆大剧院,80-880,话剧歌剧,音乐剧,售票中
亚洲大型全男班现代舞秀《无名之辈》,https://detail.damai.cn/item.htm?id=916986550297,2025.07.02 周三 19:30,秦皇岛,秦皇岛市文化广场,108-580,舞蹈芭蕾,舞蹈,售票中
【成都高新站】奥特曼系列沉浸式互动表演《奥特曼之星穹曙光》,https://detail.damai.cn/item.htm?id=924254362389,2025.06.21 周六,成都,CGV影城(成都高新店),19.9-200,儿童亲子,,售票中
俄罗斯音乐剧《第一次约会》,https://detail.damai.cn/item.htm?id=931668904403,2025.08.09-08.10,济南,山东省会大剧院歌剧厅,80-680,话剧歌剧,音乐剧,售票中
交响乐 锦绣红旗—国家艺术基金2025年度大型舞台剧和作品创作资助项目,https://detail.damai.cn/item.htm?id=928935602534,2025.06.13-06.27,长春,长影音乐厅,80-120,音乐会,其他,售票中
【江阴】大型童话音乐剧《绿野仙踪》,https://detail.damai.cn/item.htm?id=928544144209,2025.07.23 周三 19:30,无锡,江阴大剧院,70-180,儿童亲子,,售票中
High five喜剧合集,https://detail.damai.cn/item.htm?id=924279394743,2025.06.27-07.26,海口,海口湾演艺新空间(先锋剧场),58-78,曲苑杂坛,其他,售票中
Kenny G Forever in Love with Macao,https://detail.damai.cn/item.htm?id=908350438181,2025.07.19 周六 15:00,中国澳门,[澳门百老汇] - 百老汇舞台,480-1080,音乐会,其他,售票中
2025东方市民音乐会·周末版：世界赠予我的——上海百格室内合唱团20周年音乐会,https://detail.damai.cn/item.htm?id=932214364426,2025.07.05 周六 10:00,上海,东方艺术中心-音乐厅,50-80,音乐会,其他,售票中
Dizkar地磁卡 2025肥瘦音乐俱乐部巡演 成都站,https://detail.damai.cn/item.htm?id=931162346734,2025.07.26 周六 20:00,成都,成都CH8冇独空间·完美店,108-288,演唱会,livehouse,售票中
“蓬勃的浪漫”国家大剧院管弦乐团音乐家演绎门德尔松与舒伯特音乐会,https://detail.damai.cn/item.htm?id=921094567577,2025.06.13 周五 19:30,北京,国家大剧院-小剧场,160-240,音乐会,其他,售票中
2025.7.25-26 话剧《鹿鼎记》,https://detail.damai.cn/item.htm?id=921922219910,2025.07.25-07.26,厦门,厦门闽南大戏院,80-680,话剧歌剧,话剧,售票中
芭蕾诗剧《冰城的四季》,https://detail.damai.cn/item.htm?id=933144620753,2025.06.14 周六 19:00,哈尔滨,丁香剧场,80-280,舞蹈芭蕾,舞蹈,售票中
Kpop Night「BIGBANG专场」VIP Party@popparty,https://detail.damai.cn/item.htm?id=936263438230,2025.08.03 周日 19:00,南京,南京八度空间,88-198,演唱会,livehouse,售票中
海上钢琴师——意大利佛罗伦萨管弦室内乐团2025电影主题音乐会,https://detail.damai.cn/item.htm?id=921120707881,2025.07.27 周日 14:00,上海,东方艺术中心-音乐厅,80-580,音乐会,其他,售票中
【六一必看】亲子童谣音乐会|儿歌演唱会【童谣专场|合家欢之夜】经典儿童剧亲子港台动漫,https://detail.damai.cn/item.htm?id=921356732431,2025.06.14-06.15,深圳,深圳新空间黑匣子剧场(福田岗厦店),30-388,音乐会,其他,售票中
也so单口喜剧全国巡演（衢州站）,https://detail.damai.cn/item.htm?id=916622865473,2025.06.28 周六 19:30,衢州,衢江文化艺术中心剧院,66-268,曲苑杂坛,其他,售票中
大型舞台剧《山海经》-西安站,https://detail.damai.cn/item.htm?id=912219127052,2025.06.14 周六 19:30,西安,西安人民剧院,80-380,话剧歌剧,话剧,售票中
2025河南戏曲流派巡回演出 · 豫剧《马派专场》-菏泽站,https://detail.damai.cn/item.htm?id=926837894770,2025.06.15 周日 19:30,菏泽,菏泽保利大剧院,80-1000,曲苑杂坛,戏曲,售票中
【南京】【2025爆款推荐】笑脱喜剧专场 | 爆笑新街口解压脱口秀｜众星云集｜即兴喜剧,https://detail.damai.cn/item.htm?id=925242483888,2025.06.12-06.30,南京,新街口娱乐中心(光阳大舞台剧场),49-319,曲苑杂坛,其他,售票中
强推！猎奇！反转！沉浸式戏剧《患者》,https://detail.damai.cn/item.htm?id=888554843476,2025.06.13-06.29,成都,喜梦盒剧场,199-388,话剧歌剧,话剧,售票中
《喜马拉雅》——上海交响乐团与西藏自治区歌舞团 共庆西藏自治区成立60周年,https://detail.damai.cn/item.htm?id=930539549166,2025.06.15 周日 19:30,上海,捷豹上海交响音乐厅-主厅,80-580,音乐会,其他,售票中
【崇文门】魔幻科学物理秀｜神奇魔幻--儿童魔术剧--亲子儿童互动剧专场,https://detail.damai.cn/item.htm?id=922682289226,2025.06.14-06.22,北京,传奇奢华影城剧场(新活馆店)7号厅,58-498,儿童亲子,,售票中
杨丽萍导演舞台剧《平潭映象》,https://detail.damai.cn/item.htm?id=899197863665,2025.06.13-06.14,南京,南京文化艺术中心大剧院,80-680,话剧歌剧,音乐剧,售票中
马修·伯恩舞剧《天鹅湖》,https://detail.damai.cn/item.htm?id=905480524176,2025.08.27-08.31,上海,上海文化广场主剧场,380-980,话剧歌剧,音乐剧,售票中
《小翁双杰和他的伙伴们》,https://detail.damai.cn/item.htm?id=917609214182,2025.07.25-07.27,上海,兰心大戏院,180-480,曲苑杂坛,戏曲,售票中
【早鸟票】【合肥肥东站】革命历史题材原创话剧《红色觉醒年代之新青年》,https://detail.damai.cn/item.htm?id=924655593617,2025.07.06 周日,合肥,万达影城(合肥禹悦汇店),132-428,话剧歌剧,话剧,售票中
广州红豆粤剧团《真假牡丹》主演：韩芳芳 柯超杏 潘璟钊,https://detail.damai.cn/item.htm?id=928084533431,2025.06.13 周五 19:30,广州,广州江南大戏院,80-180,曲苑杂坛,戏曲,售票中
A公馆&Quark夸克“问题与答案”广州站,https://detail.damai.cn/item.htm?id=926745850574,2025.06.14 周六 20:00,广州,声音共和Livehouse,99-149,演唱会,livehouse,售票中
【爱情社交】西直门X笑料喜剧【脱口秀专场】互动《花式爱情喜剧大会》王二狗演出+即兴爆笑专场｜动物园,https://detail.damai.cn/item.htm?id=917987689508,2025.06.13-06.29,北京,完美世界影城(西直门凯德mall店)5号沙发厅,59-520,曲苑杂坛,其他,售票中
[合作]2025打开艺术之门-“天空之城”动漫视听交响音乐会,https://detail.damai.cn/item.htm?id=931660465133,2025.08.15 周五 19:30,长沙,长沙音乐厅湘江大厅,20-100,音乐会,其他,售票中
正版版权大型儿童杂技魔幻剧《大闹天宫》上海站,https://detail.damai.cn/item.htm?id=922903317859,2025.06.28 周六,上海,虹桥艺术中心,100-280,儿童亲子,,售票中
《鲸奇物语》数字科学艺术展,https://detail.damai.cn/item.htm?id=925398127259,2025.05.24-2026.02.28,保定,中国古动物馆(保定自然博物馆),39-49,展览休闲,展会,售票中
葡萄牙库伦舞团原创舞剧《罗密欧与朱丽叶》,https://detail.damai.cn/item.htm?id=918462008285,2025.06.13 周五 19:30,南通,南通大剧院-歌剧厅,80-580,话剧歌剧,音乐剧,售票中
「住进短暂的温暖」Since TMRW始于明天 2025春夏巡演 临沂站,https://detail.damai.cn/item.htm?id=917868592375,2025.07.02 周三 20:00,临沂,老橡树艺术空间(大学店),100,演唱会,livehouse,售票中
原创沉浸式互动喜剧《你敢选真心话吗》,https://detail.damai.cn/item.htm?id=918191095284,2025.06.13-06.29,成都,成都X现场,99-188,话剧歌剧,话剧,售票中
